drug	disease	label
DB00997	C0027708	1
DB00997	C0024305	1
DB00997	C0678222	1
DB00997	C0242379	1
DB00997	C0149925	1
DB00997	C0027819	1
DB00997	C1140680	1
DB01005	C0278996	1
DB01005	C0023473	1
DB01005	C1140680	1
DB01005	C0002895	1
DB01005	C0025202	1
DB01009	C0029408	1
DB01009	C0030193	1
DB01009	C0003873	1
DB01014	C0009324	1
DB01017	C0032285	1
DB01021	C0020538	1
DB01022	C0029456	1
DB01029	C0020538	1
DB01029	C0011881	1
DB01033	C0023487	1
DB01039	C0020443	1
DB01039	C0020473	1
DB01048	C0019693	1
DB01050	C0003873	1
DB01050	C0030193	1
DB01050	C0015967	1
DB01050	C0029408	1
DB01064	C0018790	1
DB01070	C0035579	1
DB01076	C0020443	1
DB01076	C0020538	1
DB01076	C0038454	1
DB01077	C0029401	1
DB01083	C0028754	1
DB01088	C2973725	1
DB01095	C0020443	1
DB01097	C0003873	1
DB01120	C0011860	1
DB01133	C0029401	1
DB01136	C0020538	1
DB01138	C0740394	1
DB01142	C0005587	1
DB01142	C0011581	1
DB01162	C0020538	1
DB01169	C0023479	1
DB01169	C0023487	1
DB01183	C0030193	1
DB01186	C0242422	1
DB01200	C0030567	1
DB01222	C0010346	1
DB01222	C0004096	1
DB01223	C0024115	1
DB01223	C0004096	1
DB01223	C0034067	1
DB01229	C1140680	1
DB01229	C0007131	1
DB01229	C0020538	1
DB01229	C0678222	1
DB01234	C0004096	1
DB01234	C0021390	1
DB01234	C0038013	1
DB01234	C0010346	1
DB01234	C0011615	1
DB01234	C0019829	1
DB01234	C0033860	1
DB01234	C0003873	1
DB01234	C0036202	1
DB01234	C0026764	1
DB01234	C0024301	1
DB01234	C0024305	1
DB01234	C0002875	1
DB01234	C0022568	1
DB01234	C0026769	1
DB01234	C0024141	1
DB01234	C1260899	1
DB01234	C0079744	1
DB01248	C0278996	1
DB01248	C0678222	1
DB01248	C0007131	1
DB01248	C0024623	1
DB01248	C0376358	1
DB01261	C0011860	1
DB01262	C0023467	1
DB01268	C0238198	1
DB01268	C0007134	1
DB01270	C0011884	1
DB01275	C0020538	1
DB01281	C0003873	1
DB01283	C0029408	1
DB01320	C0038220	1
DB01320	C0014544	1
DB01367	C0030567	1
DB01380	C0004096	1
DB01380	C1260899	1
DB01380	C0036202	1
DB01380	C0024141	1
DB01380	C0024301	1
DB01380	C0021390	1
DB01380	C0022568	1
DB01380	C0002875	1
DB01380	C0019829	1
DB01380	C0038013	1
DB01380	C0033860	1
DB01380	C0003873	1
DB01380	C0024305	1
DB01380	C0026769	1
DB01380	C0009324	1
DB01380	C0010346	1
DB01393	C0020473	1
DB01393	C0020443	1
DB01394	C0031069	1
DB01399	C0003873	1
DB01399	C0029408	1
DB01430	C0024117	1
DB01590	C0007134	1
DB01590	C0678222	1
DB01590	C0041341	1
DB01600	C0029408	1
DB01600	C0030193	1
DB01600	C0003873	1
DB01611	C0024141	1
DB01611	C0003873	1
DB04876	C0011860	1
DB05259	C0026769	1
DB05578	C0007131	1
DB05679	C0033860	1
DB06144	C0036341	1
DB06203	C0011860	1
DB06262	C0030567	1
DB06273	C0003873	1
DB06287	C0007134	1
DB06287	C0334634	1
DB06335	C0011860	1
DB06372	C2316212	1
DB06589	C0007134	1
DB06589	C1261473	1
DB06603	C0026764	1
DB06626	C0007134	1
DB06637	C0026769	1
DB06674	C0003873	1
DB06674	C0038013	1
DB06674	C0009324	1
DB06725	C0030193	1
DB06809	C0026764	1
DB08871	C0023827	1
DB08875	C0007134	1
DB08877	C0027022	1
DB08877	C0026987	1
DB08882	C0011860	1
DB08895	C0003873	1
DB08896	C0238198	1
DB08901	C0023473	1
DB08904	C0010346	1
DB08904	C0003873	1
DB08904	C0038013	1
DB08910	C0026764	1
DB08931	C2973725	1
DB09035	C0149782	1
DB09035	C0007131	1
DB09037	C0007131	1
DB09054	C0023434	1
DB09054	C0024301	1
DB09074	C1140680	1
DB09079	C0007131	1
DB09212	C0003873	1
DB09213	C0030193	1
DB09213	C0015967	1
DB09213	C0029408	1
DB09213	C0003873	1
DB09559	C0007131	1
DB11581	C0023434	1
DB11595	C0007138	1
DB01380	C0021368	1
DB00591	C0021368	1
DB05260	C0024305	1
DB01020	C1956346	1
DB01020	C0020538	1
DB01020	C0027051	1
DB08804	C0678222	1
DB08804	C0019243	1
DB00163	C0002395	1
DB00163	C0004096	1
DB00163	C0007222	1
DB00163	C0006826	1
DB00163	C0003873	1
DB00054	C0010068	1
DB00054	C0022116	1
DB00511	C0018802	1
DB01426	C0003811	1
DB00630	C0029456	1
DB00288	C0021368	1
DB00594	C0018802	1
DB00321	C0005586	1
DB00321	C0011570	1
DB00276	C0023467	1
DB01125	C0004238	1
DB01125	C0034065	1
DB00029	C0027051	1
DB00029	C0034065	1
DB01435	C0030193	1
DB01419	C0030193	1
DB01419	C0021368	1
DB01076	C0010068	1
DB01076	C0027051	1
DB00928	C3463824	1
DB00928	C0040034	1
DB00993	C0009319	1
DB00993	C0010346	1
DB00626	C0032285	1
DB00181	C0026769	1
DB00181	C0030193	1
DB00112	C0006826	1
DB01393	C0011849	1
DB01393	C0745103	1
DB00963	C0021368	1
DB01222	C0035455	1
DB00248	C0242422	1
DB00136	C0022661	1
DB00136	C0029456	1
DB00136	C0035579	1
DB00821	C0030193	1
DB01136	C0878544	1
DB01136	C0018801	1
DB01136	C0151744	1
DB00002	C1168401	1
DB00608	C0024530	1
DB00169	C0022661	1
DB00515	C0005684	1
DB00242	C0023434	1
DB00242	C0040034	1
DB01407	C0004096	1
DB01013	C0021368	1
DB00720	C0006826	1
DB00575	C0031511	1
DB01394	C0030193	1
DB00091	C0033860	1
DB06779	C0018801	1
DB06779	C0022660	1
DB06779	C0024115	1
DB06779	C0006826	1
DB06779	C0034065	1
DB01708	C0242350	1
DB01708	C0024141	1
DB01708	C0029456	1
DB01708	C0036341	1
DB01078	C0003811	1
DB01078	C0018802	1
DB01078	C0018801	1
DB01234	C0013604	1
DB01234	C0021368	1
DB00861	C0021368	1
DB01396	C0003811	1
DB01396	C0018802	1
DB01396	C0018801	1
DB00390	C0003811	1
DB00390	C0018802	1
DB00390	C0018801	1
DB01070	C0029456	1
DB00280	C0003811	1
DB00204	C0004238	1
DB00988	C0018802	1
DB00988	C0035078	1
DB00988	C0027051	1
DB00988	C0018799	1
DB01142	C0011570	1
DB01228	C0004238	1
DB00668	C0243026	1
DB00063	C0027051	1
DB00530	C0346647	1
DB01628	C0038013	1
DB01628	C0029408	1
DB01628	C0003873	1
DB00949	C0002874	1
DB01039	C0745103	1
DB00800	C0020538	1
DB01073	C0023434	1
DB00712	C0038013	1
DB00712	C0021368	1
DB00712	C0030193	1
DB01095	C0010068	1
DB01320	C0036572	1
DB01241	C0021368	1
DB01120	C0011849	1
DB00145	C0021368	1
DB00502	C1263846	1
DB01109	C0034065	1
DB08818	C0029408	1
DB01275	C0018802	1
DB01275	C0085580	1
DB01275	C0032914	1
DB00741	C0021368	1
DB00774	C0018802	1
DB00774	C0023890	1
DB01611	C0024530	1
DB01005	C0029925	1
DB01050	C0038013	1
DB01050	C0021368	1
DB00619	C3179349	1
DB00458	C1263846	1
DB00458	C0005586	1
DB00458	C0011570	1
DB00458	C0036341	1
DB00192	C0003811	1
DB01029	C0018802	1
DB01029	C0011860	1
DB01029	C0033687	1
DB01064	C0004096	1
DB01009	C0038013	1
DB00465	C0030193	1
DB00227	C0010068	1
DB01065	C0004352	1
DB01065	C0376358	1
DB01065	C0006826	1
DB01065	C0040034	1
DB01403	C0036341	1
DB00680	C0003811	1
DB00157	C0002395	1
DB00157	C0007222	1
DB00157	C0030567	1
DB06802	C0021368	1
DB06802	C0030193	1
DB04868	C0023418	1
DB04868	C0023473	1
DB04743	C0029408	1
DB00393	C0022116	1
DB06713	C0006142	1
DB00540	C0011570	1
DB01250	C0021390	1
DB01250	C0009324	1
DB01092	C0004238	1
DB01092	C0018801	1
DB00991	C0021368	1
DB01303	C0004096	1
DB01303	C0034067	1
DB01229	C0006142	1
DB01229	C0242379	1
DB04895	C0242383	1
DB01186	C0030567	1
DB00498	C0004238	1
DB00498	C0878544	1
DB00498	C0034065	1
DB00498	C0398623	1
DB00946	C0004238	1
DB00946	C0034065	1
DB00692	C0242350	1
DB00692	C0027051	1
DB00692	C0027651	1
DB00812	C0038013	1
DB00252	C0036572	1
DB00337	C0011615	1
DB06809	C0024305	1
DB00175	C0027051	1
DB00457	C0018802	1
DB00457	C0031511	1
DB00908	C0003811	1
DB00481	C0006142	1
DB01270	C0242383	1
DB00015	C0027051	1
DB00015	C0034065	1
DB00615	C0019693	1
DB00533	C0029408	1
DB00533	C0003873	1
DB00412	C0011860	1
DB00020	C0006826	1
DB00364	C0038358	1
DB00795	C0010346	1
DB00675	C0006142	1
DB06287	C0024299	1
DB06287	C0006142	1
DB06287	C0026764	1
DB06287	C0003873	1
DB00031	C0027051	1
DB00469	C0029408	1
DB00469	C0030193	1
DB00469	C0003873	1
DB00323	C0242422	1
DB00755	C0079153	1
DB00755	C0022595	1
DB00755	C0033860	1
DB01021	C0013604	1
DB01021	C0018801	1
DB08814	C0004238	1
DB08814	C0038454	1
DB08814	C0027051	1
DB08814	C0040053	1
DB00197	C0011860	1
DB00580	C0029408	1
DB04876	C0020456	1
DB00570	C0024299	1
DB00570	C0006142	1
DB00570	C0027819	1
DB00541	C0024299	1
DB00682	C0004238	1
DB00682	C0878544	1
DB00682	C0034065	1
DB06694	C0021368	1
DB00909	C0014544	1
DB00903	C0018802	1
DB00903	C0020538	1
DB00903	C0035078	1
DB00784	C0029408	1
DB00784	C0015967	1
DB00784	C0021368	1
DB00784	C0003873	1
DB00313	C0036572	1
DB00083	C0013421	1
DB00028	C0023418	1
DB00069	C0025202	1
DB00008	C0025202	1
DB00142	C0001973	1
DB00142	C0036341	1
DB00123	C0029456	1
DB00120	C0011570	1
DB00118	C0029408	1
DB00118	C0011570	1
DB00936	C0033860	1
DB00025	C0015530	1
DB00025	C0019069	1
DB01427	C0018802	1
DB00146	C0022661	1
DB00146	C0029456	1
DB00159	C0010674	1
DB00159	C0011860	1
DB00159	C0011881	1
DB00945	C0038013	1
DB00945	C0021368	1
DB00945	C0024141	1
DB00034	C0019693	1
DB00034	C0023473	1
DB00105	C0025202	1
DB01401	C0015967	1
DB01401	C0021368	1
DB01401	C0030193	1
DB11760	C0022603	0
DB00631	C0014170	0
DB04876	C0242383	0
DB00540	C0752308	0
DB01396	C1260899	0
DB06774	C1842563	0
DB00688	C1836010	0
DB01600	C0019207	0
DB01241	C0796059	0
DB14669	C0006845	0
DB09078	C0016059	0
DB13173	C0796279	0
DB01070	C2677349	0
DB01186	C1321551	0
DB01303	C0036341	0
DB00575	C1847759	0
DB09118	C0015625	0
DB04743	C0035305	0
DB14996	C1855796	0
DB12978	C0018522	0
DB14840	C4277690	0
DB15617	C0019208	0
DB00002	C0796279	0
DB00092	C0376524	0
DB14488	C4552079	0
DB14762	C1832680	0
DB09568	C0282525	0
DB01426	C0221406	0
DB00068	C3179455	0
DB03017	C0235974	0
DB01259	C0268553	0
DB00013	C3853779	0
DB00328	C0268742	0
DB00481	C1859569	0
DB00903	C0477317	0
DB09069	C0699885	0
DB00126	C1853926	0
DB06176	C0011849	0
DB00680	C0477317	0
DB00749	C2931735	0
DB14509	C0079744	0
DB00741	C0035579	0
DB00039	C0011615	0
DB01611	C0002152	0
DB08862	C4551859	0
DB01020	C0265313	0
DB04820	C0477317	0
DB06410	C0699791	0
DB06603	C0009404	0
DB14543	C1850343	0
DB13953	C0020074	0
DB14542	C1847197	0
DB06287	C2677589	0
DB09036	C0085110	0
DB09151	C1869115	0
DB01029	C0796013	0
DB00775	C2676231	0
DB08862	C1720956	0
DB12267	C2750067	0
DB00677	C0038525	0
DB06176	C0677607	0
DB00110	C1832370	0
DB00280	C0085084	0
DB00393	C3489627	0
DB11328	C0011854	0
DB01223	C0524620	0
DB01083	C2749659	0
DB00033	C1832812	0
DB00716	C0243026	0
DB06153	C3805278	0
DB13133	C0431391	0
DB11294	C0003499	0
DB00864	C0342302	0
DB09079	C0149721	0
DB13967	C1840402	0
DB01628	C0796016	0
DB00626	C1266144	0
DB11942	C0432122	0
DB00210	C0007103	0
DB14543	C0340970	0
DB01378	C1860991	0
DB00523	C0023479	0
DB03796	C0268742	0
DB00677	C0079218	0
DB00851	C0677607	0
DB14999	C0751651	0
DB01035	C0079218	0
DB01346	C0686353	0
DB11079	C1858338	0
DB13167	C0282527	0
DB11886	C4551675	0
DB15685	C0268354	0
DB11601	C0677776	0
DB15149	C1832525	0
DB05679	C0027819	0
DB00227	C0235974	0
DB14669	C0038013	0
DB00499	C3150958	0
DB01095	C3714644	0
DB11967	C0039263	0
DB06637	C0684249	0
DB01056	C0035126	0
DB00949	C2931788	0
DB00641	C0011860	0
DB06782	C0038454	0
DB06176	C0302859	0
DB00054	C0038013	0
DB01254	C0796031	0
DB00056	C0020305	0
DB09568	C3279885	0
DB06144	C0001733	0
DB00991	C0546264	0
DB00163	C1861456	0
DB00452	C1850169	0
DB00031	C2584774	0
DB01035	C0472767	0
DB04868	C1168401	0
DB01133	C1450051	0
DB01956	C0001733	0
DB06217	C0007137	0
DB11834	C3714976	0
DB13961	C1854154	0
DB00590	C0472767	0
DB00668	C1845546	0
DB00924	C0079504	0
DB11201	C0342276	0
DB11075	C2717906	0
DB13751	C0431391	0
DB00499	C0206711	0
DB08916	C0010495	0
DB01078	C1832388	0
DB02546	C0001815	0
DB00198	C0020456	0
DB15035	C1970827	0
DB01600	C0009402	0
DB00523	C1861848	0
DB11952	C0010964	0
DB01407	C2678503	0
DB11605	C1847759	0
DB01095	C1328840	0
DB00511	C1861848	0
DB05299	C0038356	0
DB09118	C0153381	0
DB15694	C0265329	0
DB00668	C0729264	0
DB02701	C2700553	0
DB00105	C0006625	0
DB00056	C1837974	0
DB00696	C0079218	0
DB00126	C0015696	0
DB00631	C0021368	0
DB03615	C3151085	0
DB00594	C4551484	0
DB05773	C3203102	0
DB13873	C0085261	0
DB15617	C0022665	0
DB00298	C0342384	0
DB11986	C3279904	0
DB08882	C0011854	0
DB14481	C4551899	0
DB01628	C1832680	0
DB14999	C1837845	0
DB01590	C3280114	0
DB15091	C0019045	0
DB11767	C1856245	0
DB09559	C0007138	0
DB01270	C0039685	0
DB00680	C1845095	0
DB08895	C1859353	0
DB01241	C0007621	0
DB09517	C0037286	0
DB14004	C0036341	0
DB01005	C0018799	0
DB00707	C0023904	0
DB04657	C0205945	0
DB09330	C3151085	0
DB00784	C0403445	0
DB01394	C1853286	0
DB09064	C4282398	0
DB00500	C0268350	0
DB06404	C0265221	0
DB06607	C0019154	0
DB12015	C1959582	0
DB00004	C3279904	0
DB00135	C2931658	0
DB01611	C0268125	0
DB01222	C0018671	0
DB13953	C0338462	0
DB01195	C3489795	0
DB00069	C0010964	0
DB14723	C4551898	0
DB14967	C2678503	0
DB08865	C1862939	0
DB01229	C1845095	0
DB14539	C0403553	0
DB01050	C1321551	0
DB00740	C2750451	0
DB00675	C0085136	0
DB04855	C1869115	0
DB09216	C0002876	0
DB00706	C3472711	0
DB09091	C4551484	0
DB11791	C1840296	0
DB00605	C0406612	0
DB11800	C0023903	0
DB01118	C0268487	0
DB00243	C0007134	0
DB00110	C0027831	0
DB00513	C4317154	0
DB00852	C0520459	0
DB00622	C1858338	0
DB00114	C2677481	0
DB11718	C1858361	0
DB09213	C1833030	0
DB00146	C0027651	0
DB13783	C0023890	0
DB08813	C0003873	0
DB00266	C0033788	0
DB05259	C0432254	0
DB09073	C0153381	0
DB14989	C0410189	0
DB13995	C0023487	0
DB00002	C0005129	0
DB00843	C0268312	0
DB00145	C0017923	0
DB11193	C0432246	0
DB06694	C0023890	0
DB16695	C0238198	0
DB09019	C1850106	0
DB00288	C0024814	0
DB06819	C0205644	0
DB11963	C0017662	0
DB00393	C0027830	0
DB04703	C1842062	0
DB01125	C0038433	0
DB06372	C0685889	0
DB14762	C2751831	0
DB11079	C3489532	0
DB00749	C1858172	0
DB14542	C2673874	0
DB01250	C4552097	0
DB11633	C3275447	0
DB06736	C3714756	0
DB14500	C0342288	0
DB00242	C1849722	0
DB00641	C0265965	0
DB09091	C0020542	0
DB09228	C0282527	0
DB00170	C2677481	0
DB00707	C0268353	0
DB08931	C0751208	0
DB11075	C0677607	0
DB11952	C0156147	0
DB03088	C0031069	0
DB00018	C0007114	0
DB11093	C2675860	0
DB03088	C0023976	0
DB01035	C0034063	0
DB01259	C2931743	0
DB01183	C0272302	0
DB01632	C3150939	0
DB16703	C0009404	0
DB00997	C0041341	0
DB01419	C4554117	0
DB00412	C4551985	0
DB03193	C1862871	0
DB00121	C0030297	0
DB01592	C3469606	0
DB01186	C0221356	0
DB09054	C1839780	0
DB01269	C1720863	0
DB12267	C4316812	0
DB08834	C0030354	0
DB00774	C0243026	0
DB01077	C0878544	0
DB12688	C0265535	0
DB12500	C0039263	0
DB00788	C1853147	0
DB06404	C1857977	0
DB00494	C0149782	0
DB15822	C0019207	0
DB00630	C0410189	0
DB11323	C2677589	0
DB08814	C0009324	0
DB00720	C1857780	0
DB08895	C0751884	0
DB02772	C0156147	0
DB01229	C2931672	0
DB00843	C0025500	0
DB01223	C0011854	0
DB06773	C4551985	0
DB09422	C0587248	0
DB01632	C1832600	0
DB01050	C1834235	0
DB01222	C2748568	0
DB01073	C0342288	0
DB14533	C0010346	0
DB06779	C1860991	0
DB00034	C1854465	0
DB04876	C1832200	0
DB09332	C1142166	0
DB11294	C0270972	0
DB13933	C4551981	0
DB00105	C0022595	0
DB00707	C0027051	0
DB00868	C0022661	0
DB00680	C0030354	0
DB11976	C1800706	0
DB11771	C0023827	0
DB04895	C0007131	0
DB00533	C0005859	0
DB09108	C1865343	0
DB00741	C0220633	0
DB01013	C1853116	0
DB13170	C3853779	0
DB11348	C0549473	0
DB00469	C0175704	0
DB00169	C0019202	0
DB00313	C3279964	0
DB01133	C3554439	0
DB01183	C1852127	0
DB06809	C0265245	0
DB00022	C0001418	0
DB00379	C0011989	0
DB01223	C0002875	0
DB01296	C1641846	0
DB08901	C1847319	0
DB00119	C0268596	0
DB09212	C1833308	0
DB01021	C0265514	0
DB01195	C0391826	0
DB11823	C0008370	0
DB00814	C2676782	0
DB00110	C1832378	0
DB01632	C0220633	0
DB12147	C0027819	0
DB00997	C0265293	0
DB01262	C3809160	0
DB00949	C0265202	0
DB09212	C0393598	0
DB06606	C4317154	0
DB09078	C1832388	0
DB11793	C0035328	0
DB00146	C1843478	0
DB01162	C1840296	0
DB01241	C0268125	0
DB00740	C2750785	0
DB15035	C0026987	0
DB11823	C1140680	0
DB06154	C1846142	0
DB13615	C0039101	0
DB00465	C0002874	0
DB01020	C0018553	0
DB04835	C1854154	0
DB00590	C0020443	0
DB00142	C2674574	0
DB00379	C1861863	0
DB03017	C1854154	0
DB08995	C1862178	0
DB00360	C0002874	0
DB00360	C1859972	0
DB11834	C1859062	0
DB08814	C1838577	0
DB04540	C1955861	0
DB00316	C2677338	0
DB00328	C2674723	0
DB00051	C0282525	0
DB00755	C0036982	0
DB00181	C0265965	0
DB14845	C2749659	0
DB01303	C0009404	0
DB13501	C0431391	0
DB00800	C3279964	0
DB01259	C0023452	0
DB14669	C0040053	0
DB00031	C0238198	0
DB00784	C0149630	0
DB13995	C0032000	0
DB15119	C0029408	0
DB00473	C0041696	0
DB00233	C0038013	0
DB06151	C0024419	0
DB00636	C1832370	0
DB14568	C0033141	0
DB00605	C4552079	0
DB00029	C3550234	0
DB00390	C0035305	0
DB16390	C1563720	0
DB14649	C0391826	0
DB00072	C2750035	0
DB14520	C1857779	0
DB00864	C1859062	0
DB12274	C0022660	0
DB09568	C0345905	0
DB01244	C0032285	0
DB04657	C1969651	0
DB00169	C3810062	0
DB00316	C0600427	0
DB00173	C2676721	0
DB06176	C0339527	0
DB00608	C0585362	0
DB00015	C0010606	0
DB06603	C0451641	0
DB13146	C0220659	0
DB00469	C0265252	0
DB00136	C1866777	0
DB00454	C4721845	0
DB11071	C0740302	0
DB09228	C0038433	0
DB03193	C0034067	0
DB12698	C0085220	0
DB14724	C4316810	0
DB14723	C1333990	0
DB01064	C2678046	0
DB00013	C0030421	0
DB00135	C0795998	0
DB05773	C1834235	0
DB11193	C0006845	0
DB00454	C1853926	0
DB01186	C1867981	0
DB01142	C0796059	0
DB03017	C0268347	0
DB00173	C0205644	0
DB14975	C0010417	0
DB09103	C0020075	0
DB11071	C0302859	0
DB06152	C1845546	0
DB01229	C1257931	0
DB01628	C0268237	0
DB13146	C1850395	0
DB01188	C1846385	0
DB11793	C0342800	0
DB00515	C1854058	0
DB11976	C0023434	0
DB00754	C0205824	0
DB13615	C1853139	0
DB14845	C0282160	0
DB15685	C1333990	0
DB14507	C1861451	0
DB00227	C1855008	0
DB11601	C0158981	0
DB00028	C2675861	0
DB12159	C3151071	0
DB12141	C3151085	0
DB00114	C0002395	0
DB00170	C3489726	0
DB00594	C0020305	0
DB11995	C0600518	0
DB00605	C1306589	0
DB01275	C3554439	0
DB11823	C0268193	0
DB00754	C0265221	0
DB09237	C1858991	0
DB02300	C0002895	0
DB00412	C1836076	0
DB01017	C1832669	0
DB04657	C0002312	0
DB13873	C0342384	0
DB01073	C2751536	0
DB14996	C0600467	0
DB00928	C4551527	0
DB01022	C1859972	0
DB00749	C0014859	0
DB08439	C1851945	0
DB00337	C0040136	0
DB09216	C0268237	0
DB00626	C0010964	0
DB01234	C0023903	0
DB13257	C0085220	0
DB01261	C0220704	0
DB01367	C0008312	0
DB00493	C4551899	0
DB11606	C0152101	0
DB00843	C1970180	0
DB14487	C1846331	0
DB14498	C0265252	0
DB14004	C0035304	0
DB04224	C0012236	0
DB09108	C0262587	0
DB01014	C0259783	0
DB01125	C0393591	0
DB01426	C0022665	0
DB00682	C0268351	0
DB06589	C1868684	0
DB14539	C2749019	0
DB08888	C2677535	0
DB14507	C0349639	0
DB04115	C0004153	0
DB00379	C0878683	0
DB12147	C0003499	0
DB01296	C4551985	0
DB06694	C0024623	0
DB09036	C1527405	0
DB00502	C4551898	0
DB00005	C0398641	0
DB14542	C0205770	0
DB00054	C0410190	0
DB11800	C1845359	0
DB08877	C0265965	0
DB00244	C0600427	0
DB14540	C0205969	0
DB06083	C0342800	0
DB11632	C3275447	0
DB01396	C0242379	0
DB14649	C0162566	0
