drug	disease	label
DB00997	C0027708	1
DB00997	C0024305	1
DB00997	C0678222	1
DB00997	C0242379	1
DB00997	C0149925	1
DB00997	C0027819	1
DB00997	C1140680	1
DB01005	C0278996	1
DB01005	C0023473	1
DB01005	C1140680	1
DB01005	C0002895	1
DB01005	C0025202	1
DB01009	C0029408	1
DB01009	C0030193	1
DB01009	C0003873	1
DB01014	C0009324	1
DB01017	C0032285	1
DB01021	C0020538	1
DB01022	C0029456	1
DB01029	C0020538	1
DB01029	C0011881	1
DB01033	C0023487	1
DB01039	C0020443	1
DB01039	C0020473	1
DB01048	C0019693	1
DB01050	C0003873	1
DB01050	C0030193	1
DB01050	C0015967	1
DB01050	C0029408	1
DB01064	C0018790	1
DB01070	C0035579	1
DB01076	C0020443	1
DB01076	C0020538	1
DB01076	C0038454	1
DB01077	C0029401	1
DB01083	C0028754	1
DB01088	C2973725	1
DB01095	C0020443	1
DB01097	C0003873	1
DB01120	C0011860	1
DB01133	C0029401	1
DB01136	C0020538	1
DB01138	C0740394	1
DB01142	C0005587	1
DB01142	C0011581	1
DB01162	C0020538	1
DB01169	C0023479	1
DB01169	C0023487	1
DB01183	C0030193	1
DB01186	C0242422	1
DB01200	C0030567	1
DB01222	C0010346	1
DB01222	C0004096	1
DB01223	C0024115	1
DB01223	C0004096	1
DB01223	C0034067	1
DB01229	C1140680	1
DB01229	C0007131	1
DB01229	C0020538	1
DB01229	C0678222	1
DB01234	C0004096	1
DB01234	C0021390	1
DB01234	C0038013	1
DB01234	C0010346	1
DB01234	C0011615	1
DB01234	C0019829	1
DB01234	C0033860	1
DB01234	C0003873	1
DB01234	C0036202	1
DB01234	C0026764	1
DB01234	C0024301	1
DB01234	C0024305	1
DB01234	C0002875	1
DB01234	C0022568	1
DB01234	C0026769	1
DB01234	C0024141	1
DB01234	C1260899	1
DB01234	C0079744	1
DB01248	C0278996	1
DB01248	C0678222	1
DB01248	C0007131	1
DB01248	C0024623	1
DB01248	C0376358	1
DB01261	C0011860	1
DB01262	C0023467	1
DB01268	C0238198	1
DB01268	C0007134	1
DB01270	C0011884	1
DB01275	C0020538	1
DB01281	C0003873	1
DB01283	C0029408	1
DB01320	C0038220	1
DB01320	C0014544	1
DB01367	C0030567	1
DB01380	C0004096	1
DB01380	C1260899	1
DB01380	C0036202	1
DB01380	C0024141	1
DB01380	C0024301	1
DB01380	C0021390	1
DB01380	C0022568	1
DB01380	C0002875	1
DB01380	C0019829	1
DB01380	C0038013	1
DB01380	C0033860	1
DB01380	C0003873	1
DB01380	C0024305	1
DB01380	C0026769	1
DB01380	C0009324	1
DB01380	C0010346	1
DB01393	C0020473	1
DB01393	C0020443	1
DB01394	C0031069	1
DB01399	C0003873	1
DB01399	C0029408	1
DB01430	C0024117	1
DB01590	C0007134	1
DB01590	C0678222	1
DB01590	C0041341	1
DB01600	C0029408	1
DB01600	C0030193	1
DB01600	C0003873	1
DB01611	C0024141	1
DB01611	C0003873	1
DB04876	C0011860	1
DB05259	C0026769	1
DB05578	C0007131	1
DB05679	C0033860	1
DB06144	C0036341	1
DB06203	C0011860	1
DB06262	C0030567	1
DB06273	C0003873	1
DB06287	C0007134	1
DB06287	C0334634	1
DB06335	C0011860	1
DB06372	C2316212	1
DB06589	C0007134	1
DB06589	C1261473	1
DB06603	C0026764	1
DB06626	C0007134	1
DB06637	C0026769	1
DB06674	C0003873	1
DB06674	C0038013	1
DB06674	C0009324	1
DB06725	C0030193	1
DB06809	C0026764	1
DB08871	C0023827	1
DB08875	C0007134	1
DB08877	C0027022	1
DB08877	C0026987	1
DB08882	C0011860	1
DB08895	C0003873	1
DB08896	C0238198	1
DB08901	C0023473	1
DB08904	C0010346	1
DB08904	C0003873	1
DB08904	C0038013	1
DB08910	C0026764	1
DB08931	C2973725	1
DB09035	C0149782	1
DB09035	C0007131	1
DB09037	C0007131	1
DB09054	C0023434	1
DB09054	C0024301	1
DB09074	C1140680	1
DB09079	C0007131	1
DB09212	C0003873	1
DB09213	C0030193	1
DB09213	C0015967	1
DB09213	C0029408	1
DB09213	C0003873	1
DB09559	C0007131	1
DB11581	C0023434	1
DB11595	C0007138	1
DB01380	C0021368	1
DB00591	C0021368	1
DB05260	C0024305	1
DB01020	C1956346	1
DB01020	C0020538	1
DB01020	C0027051	1
DB08804	C0678222	1
DB08804	C0019243	1
DB00163	C0002395	1
DB00163	C0004096	1
DB00163	C0007222	1
DB00163	C0006826	1
DB00163	C0003873	1
DB00054	C0010068	1
DB00054	C0022116	1
DB00511	C0018802	1
DB01426	C0003811	1
DB00630	C0029456	1
DB00288	C0021368	1
DB00594	C0018802	1
DB00321	C0005586	1
DB00321	C0011570	1
DB00276	C0023467	1
DB01125	C0004238	1
DB01125	C0034065	1
DB00029	C0027051	1
DB00029	C0034065	1
DB01435	C0030193	1
DB01419	C0030193	1
DB01419	C0021368	1
DB01076	C0010068	1
DB01076	C0027051	1
DB00928	C3463824	1
DB00928	C0040034	1
DB00993	C0009319	1
DB00993	C0010346	1
DB00626	C0032285	1
DB00181	C0026769	1
DB00181	C0030193	1
DB00112	C0006826	1
DB01393	C0011849	1
DB01393	C0745103	1
DB00963	C0021368	1
DB01222	C0035455	1
DB00248	C0242422	1
DB00136	C0022661	1
DB00136	C0029456	1
DB00136	C0035579	1
DB00821	C0030193	1
DB01136	C0878544	1
DB01136	C0018801	1
DB01136	C0151744	1
DB00002	C1168401	1
DB00608	C0024530	1
DB00169	C0022661	1
DB00515	C0005684	1
DB00242	C0023434	1
DB00242	C0040034	1
DB01407	C0004096	1
DB01013	C0021368	1
DB00720	C0006826	1
DB00575	C0031511	1
DB01394	C0030193	1
DB00091	C0033860	1
DB06779	C0018801	1
DB06779	C0022660	1
DB06779	C0024115	1
DB06779	C0006826	1
DB06779	C0034065	1
DB01708	C0242350	1
DB01708	C0024141	1
DB01708	C0029456	1
DB01708	C0036341	1
DB01078	C0003811	1
DB01078	C0018802	1
DB01078	C0018801	1
DB01234	C0013604	1
DB01234	C0021368	1
DB00861	C0021368	1
DB01396	C0003811	1
DB01396	C0018802	1
DB01396	C0018801	1
DB00390	C0003811	1
DB00390	C0018802	1
DB00390	C0018801	1
DB01070	C0029456	1
DB00280	C0003811	1
DB00204	C0004238	1
DB00988	C0018802	1
DB00988	C0035078	1
DB00988	C0027051	1
DB00988	C0018799	1
DB01142	C0011570	1
DB01228	C0004238	1
DB00668	C0243026	1
DB00063	C0027051	1
DB00530	C0346647	1
DB01628	C0038013	1
DB01628	C0029408	1
DB01628	C0003873	1
DB00949	C0002874	1
DB01039	C0745103	1
DB00800	C0020538	1
DB01073	C0023434	1
DB00712	C0038013	1
DB00712	C0021368	1
DB00712	C0030193	1
DB01095	C0010068	1
DB01320	C0036572	1
DB01241	C0021368	1
DB01120	C0011849	1
DB00145	C0021368	1
DB00502	C1263846	1
DB01109	C0034065	1
DB08818	C0029408	1
DB01275	C0018802	1
DB01275	C0085580	1
DB01275	C0032914	1
DB00741	C0021368	1
DB00774	C0018802	1
DB00774	C0023890	1
DB01611	C0024530	1
DB01005	C0029925	1
DB01050	C0038013	1
DB01050	C0021368	1
DB00619	C3179349	1
DB00458	C1263846	1
DB00458	C0005586	1
DB00458	C0011570	1
DB00458	C0036341	1
DB00192	C0003811	1
DB01029	C0018802	1
DB01029	C0011860	1
DB01029	C0033687	1
DB01064	C0004096	1
DB01009	C0038013	1
DB00465	C0030193	1
DB00227	C0010068	1
DB01065	C0004352	1
DB01065	C0376358	1
DB01065	C0006826	1
DB01065	C0040034	1
DB01403	C0036341	1
DB00680	C0003811	1
DB00157	C0002395	1
DB00157	C0007222	1
DB00157	C0030567	1
DB06802	C0021368	1
DB06802	C0030193	1
DB04868	C0023418	1
DB04868	C0023473	1
DB04743	C0029408	1
DB00393	C0022116	1
DB06713	C0006142	1
DB00540	C0011570	1
DB01250	C0021390	1
DB01250	C0009324	1
DB01092	C0004238	1
DB01092	C0018801	1
DB00991	C0021368	1
DB01303	C0004096	1
DB01303	C0034067	1
DB01229	C0006142	1
DB01229	C0242379	1
DB04895	C0242383	1
DB01186	C0030567	1
DB00498	C0004238	1
DB00498	C0878544	1
DB00498	C0034065	1
DB00498	C0398623	1
DB00946	C0004238	1
DB00946	C0034065	1
DB00692	C0242350	1
DB00692	C0027051	1
DB00692	C0027651	1
DB00812	C0038013	1
DB00252	C0036572	1
DB00337	C0011615	1
DB06809	C0024305	1
DB00175	C0027051	1
DB00457	C0018802	1
DB00457	C0031511	1
DB00908	C0003811	1
DB00481	C0006142	1
DB01270	C0242383	1
DB00015	C0027051	1
DB00015	C0034065	1
DB00615	C0019693	1
DB00533	C0029408	1
DB00533	C0003873	1
DB00412	C0011860	1
DB00020	C0006826	1
DB00364	C0038358	1
DB00795	C0010346	1
DB00675	C0006142	1
DB06287	C0024299	1
DB06287	C0006142	1
DB06287	C0026764	1
DB06287	C0003873	1
DB00031	C0027051	1
DB00469	C0029408	1
DB00469	C0030193	1
DB00469	C0003873	1
DB00323	C0242422	1
DB00755	C0079153	1
DB00755	C0022595	1
DB00755	C0033860	1
DB01021	C0013604	1
DB01021	C0018801	1
DB08814	C0004238	1
DB08814	C0038454	1
DB08814	C0027051	1
DB08814	C0040053	1
DB00197	C0011860	1
DB00580	C0029408	1
DB04876	C0020456	1
DB00570	C0024299	1
DB00570	C0006142	1
DB00570	C0027819	1
DB00541	C0024299	1
DB00682	C0004238	1
DB00682	C0878544	1
DB00682	C0034065	1
DB06694	C0021368	1
DB00909	C0014544	1
DB00903	C0018802	1
DB00903	C0020538	1
DB00903	C0035078	1
DB00784	C0029408	1
DB00784	C0015967	1
DB00784	C0021368	1
DB00784	C0003873	1
DB00313	C0036572	1
DB00083	C0013421	1
DB00028	C0023418	1
DB00069	C0025202	1
DB00008	C0025202	1
DB00142	C0001973	1
DB00142	C0036341	1
DB00123	C0029456	1
DB00120	C0011570	1
DB00118	C0029408	1
DB00118	C0011570	1
DB00936	C0033860	1
DB00025	C0015530	1
DB00025	C0019069	1
DB01427	C0018802	1
DB00146	C0022661	1
DB00146	C0029456	1
DB00159	C0010674	1
DB00159	C0011860	1
DB00159	C0011881	1
DB00945	C0038013	1
DB00945	C0021368	1
DB00945	C0024141	1
DB00034	C0019693	1
DB00034	C0023473	1
DB00105	C0025202	1
DB01401	C0015967	1
DB01401	C0021368	1
DB01401	C0030193	1
DB00753	C1970827	0
DB00680	C4721610	0
DB00459	C2677903	0
DB06589	C0005859	0
DB09103	C0007134	0
DB00812	C0342283	0
DB00630	C0013581	0
DB15762	C0004352	0
DB00498	C0030421	0
DB00615	C2937358	0
DB00277	C0687150	0
DB11094	C3151446	0
DB01050	C2931746	0
DB01244	C0001733	0
DB11071	C4552097	0
DB08912	C0751208	0
DB01378	C0033860	0
DB06366	C0079772	0
DB09336	C2673874	0
DB01277	C0393559	0
DB14996	C0010674	0
DB01396	C0600427	0
DB11672	C2678065	0
DB15119	C0700501	0
DB13146	C1847667	0
DB00398	C2751320	0
DB06077	C1720957	0
DB00523	C0007134	0
DB00233	C2607929	0
DB01296	C0796059	0
DB00243	C1862178	0
DB08895	C0035126	0
DB09054	C0279626	0
DB06757	C0338451	0
DB00098	C0391826	0
DB01345	C0265202	0
DB00316	C4016054	0
DB14649	C0024141	0
DB01592	C0038644	0
DB11133	C0007097	0
DB01262	C3151519	0
DB00754	C0019243	0
DB14501	C1833219	0
DB11124	C1846431	0
DB06637	C2931658	0
DB00868	C1866040	0
DB00993	C0005586	0
DB01248	C0029463	0
DB00129	C4316810	0
DB04820	C1843366	0
DB06603	C1843504	0
DB00575	C2675512	0
DB11626	C1860991	0
DB01092	C1839566	0
DB00851	C0265252	0
DB00605	C1282968	0
DB00118	C2931002	0
DB12001	C3714976	0
DB13931	C2931787	0
DB12332	C1861678	0
DB01283	C0018522	0
DB01138	C0796013	0
DB06819	C0751882	0
DB01401	C0002452	0
DB14989	C1845546	0
DB00206	C1970197	0
DB08871	C0024899	0
DB05889	C0020075	0
DB09559	C0023452	0
DB01188	C2931010	0
DB00461	C0175704	0
DB14489	C0522624	0
DB11730	C0272340	0
DB01138	C1140680	0
DB01099	C1838979	0
DB00156	C0001815	0
DB01039	C0796225	0
DB00175	C1854063	0
DB00156	C1846545	0
DB00605	C0268281	0
DB01020	C3489795	0
DB14700	C1833030	0
DB11572	C1850451	0
DB00169	C0409818	0
DB00570	C1969057	0
DB09064	C4721610	0
DB14762	C0011615	0
DB14542	C2750074	0
DB00532	C3179455	0
DB00626	C0265286	0
DB00723	C4551675	0
DB06757	C1833104	0
DB00959	C0265205	0
DB14989	C0027830	0
DB09078	C1860896	0
DB00132	C0268228	0
DB08813	C1832200	0
DB00361	C0034065	0
DB05099	C0687150	0
DB00055	C0520459	0
DB00120	C1865285	0
DB09301	C0085220	0
DB13167	C4551693	0
DB01076	C0239981	0
DB01244	C1838547	0
DB06366	C1858301	0
DB01200	C0677776	0
DB00935	C0001618	0
DB11638	C0242647	0
DB06773	C0030779	0
DB09140	C1263846	0
DB04272	C1858361	0
DB11124	C0272066	0
DB01270	C3463824	0
DB06782	C3554439	0
DB00461	C0017638	0
DB01956	C0002395	0
DB09061	C1833219	0
DB00143	C0038325	0
DB06802	C0751674	0
DB09559	C1857768	0
DB14507	C1864668	0
DB00174	C0043346	0
DB00002	C1861303	0
DB01078	C0022595	0
DB09301	C1275685	0
DB00279	C1852127	0
DB00337	C0205945	0
DB00074	C0238198	0
DB01118	C1370889	0
DB13501	C0398623	0
DB11828	C0345905	0
DB01436	C0220710	0
DB01222	C0023827	0
DB00435	C0878544	0
DB01073	C1864668	0
DB00946	C0265514	0
DB11689	C0019207	0
DB00991	C0019202	0
DB09212	C0265971	0
DB09108	C0027055	0
DB00031	C0796028	0
DB00924	C0346647	0
DB00591	C0005695	0
DB11823	C0019693	0
DB09329	C1852438	0
DB00192	C0022661	0
DB00015	C0376524	0
DB11689	C0030354	0
DB08995	C0004153	0
DB06287	C1832525	0
DB04847	C1280798	0
DB05239	C1862939	0
DB13999	C2750081	0
DB14996	C1838702	0
DB06083	C0345967	0
DB11963	C0238111	0
DB00795	C0272066	0
DB12274	C0022603	0
DB01223	C0018799	0
DB00398	C1861825	0
DB01435	C1704429	0
DB01346	C1843366	0
DB01050	C3805278	0
DB00494	C1849348	0
DB00025	C0007786	0
DB06081	C0749424	0
DB01029	C0007194	0
DB00861	C1845919	0
DB16650	C1855705	0
DB14499	C0243026	0
DB00042	C0268556	0
DB14489	C0205824	0
DB14517	C0023473	0
DB08885	C1866070	0
DB05299	C1852438	0
DB00707	C1275126	0
DB06616	C3279885	0
DB09092	C1450051	0
DB00282	C1260899	0
DB14520	C0017638	0
DB14481	C1621958	0
DB09149	C0743332	0
DB11693	C2678476	0
DB01183	C0268353	0
DB13933	C1858556	0
DB01158	C1845146	0
DB06802	C0027819	0
DB00554	C1837915	0
DB02266	C1861451	0
DB04847	C1721006	0
DB00074	C1834558	0
DB05773	C2677567	0
DB01228	C1848534	0
DB00119	C0555198	0
DB11823	C1720863	0
DB00276	C0796013	0
DB00068	C0034067	0
DB14542	C0024623	0
DB06779	C0006625	0
DB06366	C2677092	0
DB01259	C1833118	0
DB00608	C1840296	0
DB09151	C0023467	0
DB00018	C1866040	0
DB01407	C0021368	0
DB00814	C0265202	0
DB00181	C0039101	0
DB00170	C0024454	0
DB14498	C0406810	0
DB01223	C1849700	0
DB00741	C0265535	0
DB14996	C0036572	0
DB11638	C0342731	0
DB11075	C2752041	0
DB01281	C0268487	0
DB15598	C1833296	0
DB12267	C1842062	0
DB01065	C0009319	0
DB16390	C0600327	0
DB00499	C3150958	0
DB00061	C0259783	0
DB00364	C0220704	0
DB04743	C1841984	0
DB00123	C1847759	0
DB05239	C4721806	0
DB02266	C0016059	0
DB11730	C1868081	0
DB00252	C0342276	0
DB00924	C0010278	0
DB11077	C0340970	0
DB00130	C2678483	0
DB01195	C0010495	0
DB01228	C0949506	0
DB03088	C4277690	0
DB14481	C2931787	0
DB04835	C1853120	0
DB15233	C0270824	0
DB15694	C0038454	0
DB00963	C0398777	0
DB10770	C1837028	0
DB00041	C1867234	0
DB00720	C3888088	0
DB14533	C0699885	0
DB15149	C0020443	0
DB14520	C0342800	0
DB11672	C0206634	0
DB00668	C0342276	0
DB11294	C1843463	0
DB00755	C1854467	0
DB05578	C1868512	0
DB00118	C3280114	0
DB00110	C1866040	0
DB00061	C0700501	0
DB00741	C4551602	0
DB00481	C0011849	0
DB16267	C4551804	0
DB06152	C1847319	0
DB08439	C1850718	0
DB00903	C0018609	0
DB00754	C1859298	0
DB12001	C0010964	0
DB01179	C3502492	0
DB12698	C1837845	0
DB00360	C1275126	0
DB04820	C0796016	0
DB00821	C0339278	0
DB16007	C0023904	0
DB06077	C0010417	0
DB00029	C1849700	0
DB11834	C1833030	0
DB01600	C0949658	0
DB00002	C0018609	0
DB01065	C1833921	0
DB00156	C0007137	0
DB11834	C0342731	0
DB01056	C0205642	0
DB15627	C0019208	0
DB01024	C1853118	0
DB11632	C0002896	0
DB08804	C3888090	0
DB03754	C0270972	0
DB09064	C1855008	0
DB03754	C0019243	0
DB11193	C0752347	0
DB11193	C0221355	0
DB00775	C1854465	0
DB15685	C0477317	0
DB01435	C4551479	0
DB01029	C0034065	0
DB01628	C0853897	0
DB00114	C1843013	0
DB15091	C1845408	0
DB06335	C0751884	0
DB00454	C0085220	0
DB00680	C0265971	0
DB00622	C0021655	0
DB09069	C0010606	0
DB00946	C0751483	0
DB00025	C1832680	0
DB00626	C3888090	0
DB15102	C1720860	0
DB00146	C0477317	0
DB00903	C0339527	0
DB09069	C1843366	0
DB00279	C1858266	0
DB14498	C0265205	0
DB06736	C0032000	0
DB06674	C0085580	0
DB00210	C2752041	0
DB00973	C1969653	0
DB00390	C1843042	0
DB11572	C0220710	0
DB00754	C0032285	0
DB11718	C1720863	0
DB14649	C1844934	0
DB13956	C0266313	0
DB13955	C1862941	0
DB00013	C1300285	0
DB14738	C0543541	0
DB11963	C0002896	0
DB00755	C0472817	0
DB09122	C1854154	0
DB09118	C0026697	0
DB11193	C0014474	0
DB01099	C3203102	0
DB00379	C2674574	0
DB09122	C0796225	0
DB01250	C0029463	0
DB10770	C2931456	0
DB01097	C4011726	0
DB00143	C0751483	0
DB00313	C2673377	0
DB12147	C0008370	0
DB14723	C0334588	0
DB01186	C2749019	0
DB01367	C3887645	0
DB01436	C0525045	0
DB09336	C0340978	0
DB00851	C0152171	0
DB00482	C0016059	0
DB14864	C0432283	0
DB01070	C1845146	0
DB14738	C2673874	0
DB11633	C2931482	0
DB08910	C1858991	0
DB00008	C3714756	0
DB15569	C1845146	0
DB09108	C0002895	0
DB00795	C1836635	0
DB00041	C0020550	0
DB00123	C0162671	0
DB09237	C0019207	0
DB00909	C3550273	0
DB00192	C2749659	0
DB16007	C0035334	0
DB09103	C0018800	0
DB00868	C0399376	0
DB00500	C0018800	0
DB00946	C0019693	0
DB01029	C1864840	0
DB00248	C1846707	0
DB00949	C1836635	0
DB01056	C1846175	0
DB05773	C1853578	0
DB01320	C1850168	0
DB01419	C0020179	0
DB14533	C0007131	0
DB00541	C0270972	0
DB11693	C1842062	0
DB14738	C0020074	0
DB06153	C1855705	0
DB00288	C3550234	0
DB00069	C0751208	0
DB00459	C0472817	0
DB08888	C0017658	0
DB01228	C1704423	0
DB00774	C1853286	0
DB00680	C0020538	0
DB01182	C0038358	0
DB11294	C0239946	0
DB01048	C1833213	0
DB13931	C0005586	0
DB14487	C0010606	0
DB14533	C0700501	0
DB00129	C1854416	0
DB02772	C1847197	0
DB00206	C2677109	0
DB00121	C1843478	0
DB00204	C1836906	0
DB00677	C0018609	0
DB00925	C3888104	0
DB12010	C0007758	0
DB00788	C0345967	0
DB11294	C1869115	0
DB09079	C0001418	0
DB00945	C2748568	0
DB00061	C0007138	0
DB00641	C1866552	0
DB00074	C0020542	0
DB10770	C2936921	0
DB06616	C0029463	0
DB00605	C0265293	0
DB04876	C0175702	0
DB00533	C1857829	0
DB08931	C3151519	0
DB00063	C1840296	0
DB00039	C0010674	0
DB09559	C0017668	0
DB02701	C1844677	0
DB14490	C1850169	0
DB04847	C0346647	0
DB11300	C1846331	0
DB00688	C1959626	0
DB00317	C0020500	0
DB04876	C0268193	0
DB01138	C2936739	0
DB08912	C1858301	0
DB06144	C1859062	0
DB14700	C0555198	0
DB11760	C2677092	0
DB15627	C1854896	0
DB11294	C0276226	0
DB14499	C1845117	0
DB16820	C3711370	0
DB01394	C0011581	0
DB14498	C0026764	0
DB00136	C1833219	0
DB00554	C1859353	0
DB00692	C1563720	0
DB09079	C0020538	0
DB01078	C0004135	0
DB01142	C1384666	0
DB13961	C0476089	0
DB00123	C2676782	0
DB11718	C0020305	0
DB03255	C0011882	0
DB00153	C0020179	0
DB04540	C1970187	0
DB00338	C2674723	0
DB08813	C0221032	0
DB15303	C0014518	0
DB06603	C0025958	0
DB01296	C1862178	0
DB00843	C3150958	0
DB00105	C0392514	0
DB01020	C2676721	0
DB01327	C0030567	0
DB09270	C1858338	0
DB00095	C0206634	0
DB13933	C0007103	0
DB06151	C3280586	0
DB00452	C0476089	0
DB06694	C0007103	0
DB12328	C1961099	0
DB00821	C0338451	0
DB01628	C0268226	0
DB01078	C0476089	0
DB01076	C0338462	0
DB01403	C1843013	0
DB00098	C0011853	0
DB16694	C0752166	0
DB05259	C0149925	0
DB13346	C0699791	0
DB00288	C0393591	0
DB05679	C0005129	0
DB00033	C0079744	0
DB09074	C1837915	0
DB00170	C0038013	0
DB14999	C0175702	0
DB15822	C0242647	0
DB00072	C4704874	0
DB08804	C0022661	0
DB00204	C0685889	0
DB12001	C1843504	0
DB06736	C0406612	0
DB11328	C1832378	0
DB00668	C1838612	0
DB11626	C3645536	0
DB01401	C0406612	0
DB15149	C2752147	0
DB14996	C1970827	0
DB01296	C0749424	0
DB00110	C0019693	0
DB13954	C0342800	0
DB06151	C0005684	0
DB13999	C0346647	0
DB00123	C0268654	0
DB00675	C0524620	0
DB08995	C0344559	0
DB09079	C0002874	0
DB00680	C0750901	0
DB00288	C1867981	0
DB00706	C0027651	0
DB00959	C0023976	0
DB04820	C1832388	0
DB12965	C0021368	0
DB00197	C0027720	0
DB06674	C4551804	0
DB14864	C1838702	0
DB00843	C0032285	0
DB11071	C2750451	0
DB06595	C1970161	0
DB16007	C1843292	0
DB01407	C1847967	0
