drug	disease	label
DB00997	C0027708	1
DB00997	C0024305	1
DB00997	C0678222	1
DB00997	C0242379	1
DB00997	C0149925	1
DB00997	C0027819	1
DB00997	C1140680	1
DB01005	C0278996	1
DB01005	C0023473	1
DB01005	C1140680	1
DB01005	C0002895	1
DB01005	C0025202	1
DB01009	C0029408	1
DB01009	C0030193	1
DB01009	C0003873	1
DB01014	C0009324	1
DB01017	C0032285	1
DB01021	C0020538	1
DB01022	C0029456	1
DB01029	C0020538	1
DB01029	C0011881	1
DB01033	C0023487	1
DB01039	C0020443	1
DB01039	C0020473	1
DB01048	C0019693	1
DB01050	C0003873	1
DB01050	C0030193	1
DB01050	C0015967	1
DB01050	C0029408	1
DB01064	C0018790	1
DB01070	C0035579	1
DB01076	C0020443	1
DB01076	C0020538	1
DB01076	C0038454	1
DB01077	C0029401	1
DB01083	C0028754	1
DB01088	C2973725	1
DB01095	C0020443	1
DB01097	C0003873	1
DB01120	C0011860	1
DB01133	C0029401	1
DB01136	C0020538	1
DB01138	C0740394	1
DB01142	C0005587	1
DB01142	C0011581	1
DB01162	C0020538	1
DB01169	C0023479	1
DB01169	C0023487	1
DB01183	C0030193	1
DB01186	C0242422	1
DB01200	C0030567	1
DB01222	C0010346	1
DB01222	C0004096	1
DB01223	C0024115	1
DB01223	C0004096	1
DB01223	C0034067	1
DB01229	C1140680	1
DB01229	C0007131	1
DB01229	C0020538	1
DB01229	C0678222	1
DB01234	C0004096	1
DB01234	C0021390	1
DB01234	C0038013	1
DB01234	C0010346	1
DB01234	C0011615	1
DB01234	C0019829	1
DB01234	C0033860	1
DB01234	C0003873	1
DB01234	C0036202	1
DB01234	C0026764	1
DB01234	C0024301	1
DB01234	C0024305	1
DB01234	C0002875	1
DB01234	C0022568	1
DB01234	C0026769	1
DB01234	C0024141	1
DB01234	C1260899	1
DB01234	C0079744	1
DB01248	C0278996	1
DB01248	C0678222	1
DB01248	C0007131	1
DB01248	C0024623	1
DB01248	C0376358	1
DB01261	C0011860	1
DB01262	C0023467	1
DB01268	C0238198	1
DB01268	C0007134	1
DB01270	C0011884	1
DB01275	C0020538	1
DB01281	C0003873	1
DB01283	C0029408	1
DB01320	C0038220	1
DB01320	C0014544	1
DB01367	C0030567	1
DB01380	C0004096	1
DB01380	C1260899	1
DB01380	C0036202	1
DB01380	C0024141	1
DB01380	C0024301	1
DB01380	C0021390	1
DB01380	C0022568	1
DB01380	C0002875	1
DB01380	C0019829	1
DB01380	C0038013	1
DB01380	C0033860	1
DB01380	C0003873	1
DB01380	C0024305	1
DB01380	C0026769	1
DB01380	C0009324	1
DB01380	C0010346	1
DB01393	C0020473	1
DB01393	C0020443	1
DB01394	C0031069	1
DB01399	C0003873	1
DB01399	C0029408	1
DB01430	C0024117	1
DB01590	C0007134	1
DB01590	C0678222	1
DB01590	C0041341	1
DB01600	C0029408	1
DB01600	C0030193	1
DB01600	C0003873	1
DB01611	C0024141	1
DB01611	C0003873	1
DB04876	C0011860	1
DB05259	C0026769	1
DB05578	C0007131	1
DB05679	C0033860	1
DB06144	C0036341	1
DB06203	C0011860	1
DB06262	C0030567	1
DB06273	C0003873	1
DB06287	C0007134	1
DB06287	C0334634	1
DB06335	C0011860	1
DB06372	C2316212	1
DB06589	C0007134	1
DB06589	C1261473	1
DB06603	C0026764	1
DB06626	C0007134	1
DB06637	C0026769	1
DB06674	C0003873	1
DB06674	C0038013	1
DB06674	C0009324	1
DB06725	C0030193	1
DB06809	C0026764	1
DB08871	C0023827	1
DB08875	C0007134	1
DB08877	C0027022	1
DB08877	C0026987	1
DB08882	C0011860	1
DB08895	C0003873	1
DB08896	C0238198	1
DB08901	C0023473	1
DB08904	C0010346	1
DB08904	C0003873	1
DB08904	C0038013	1
DB08910	C0026764	1
DB08931	C2973725	1
DB09035	C0149782	1
DB09035	C0007131	1
DB09037	C0007131	1
DB09054	C0023434	1
DB09054	C0024301	1
DB09074	C1140680	1
DB09079	C0007131	1
DB09212	C0003873	1
DB09213	C0030193	1
DB09213	C0015967	1
DB09213	C0029408	1
DB09213	C0003873	1
DB09559	C0007131	1
DB11581	C0023434	1
DB11595	C0007138	1
DB01380	C0021368	1
DB00591	C0021368	1
DB05260	C0024305	1
DB01020	C1956346	1
DB01020	C0020538	1
DB01020	C0027051	1
DB08804	C0678222	1
DB08804	C0019243	1
DB00163	C0002395	1
DB00163	C0004096	1
DB00163	C0007222	1
DB00163	C0006826	1
DB00163	C0003873	1
DB00054	C0010068	1
DB00054	C0022116	1
DB00511	C0018802	1
DB01426	C0003811	1
DB00630	C0029456	1
DB00288	C0021368	1
DB00594	C0018802	1
DB00321	C0005586	1
DB00321	C0011570	1
DB00276	C0023467	1
DB01125	C0004238	1
DB01125	C0034065	1
DB00029	C0027051	1
DB00029	C0034065	1
DB01435	C0030193	1
DB01419	C0030193	1
DB01419	C0021368	1
DB01076	C0010068	1
DB01076	C0027051	1
DB00928	C3463824	1
DB00928	C0040034	1
DB00993	C0009319	1
DB00993	C0010346	1
DB00626	C0032285	1
DB00181	C0026769	1
DB00181	C0030193	1
DB00112	C0006826	1
DB01393	C0011849	1
DB01393	C0745103	1
DB00963	C0021368	1
DB01222	C0035455	1
DB00248	C0242422	1
DB00136	C0022661	1
DB00136	C0029456	1
DB00136	C0035579	1
DB00821	C0030193	1
DB01136	C0878544	1
DB01136	C0018801	1
DB01136	C0151744	1
DB00002	C1168401	1
DB00608	C0024530	1
DB00169	C0022661	1
DB00515	C0005684	1
DB00242	C0023434	1
DB00242	C0040034	1
DB01407	C0004096	1
DB01013	C0021368	1
DB00720	C0006826	1
DB00575	C0031511	1
DB01394	C0030193	1
DB00091	C0033860	1
DB06779	C0018801	1
DB06779	C0022660	1
DB06779	C0024115	1
DB06779	C0006826	1
DB06779	C0034065	1
DB01708	C0242350	1
DB01708	C0024141	1
DB01708	C0029456	1
DB01708	C0036341	1
DB01078	C0003811	1
DB01078	C0018802	1
DB01078	C0018801	1
DB01234	C0013604	1
DB01234	C0021368	1
DB00861	C0021368	1
DB01396	C0003811	1
DB01396	C0018802	1
DB01396	C0018801	1
DB00390	C0003811	1
DB00390	C0018802	1
DB00390	C0018801	1
DB01070	C0029456	1
DB00280	C0003811	1
DB00204	C0004238	1
DB00988	C0018802	1
DB00988	C0035078	1
DB00988	C0027051	1
DB00988	C0018799	1
DB01142	C0011570	1
DB01228	C0004238	1
DB00668	C0243026	1
DB00063	C0027051	1
DB00530	C0346647	1
DB01628	C0038013	1
DB01628	C0029408	1
DB01628	C0003873	1
DB00949	C0002874	1
DB01039	C0745103	1
DB00800	C0020538	1
DB01073	C0023434	1
DB00712	C0038013	1
DB00712	C0021368	1
DB00712	C0030193	1
DB01095	C0010068	1
DB01320	C0036572	1
DB01241	C0021368	1
DB01120	C0011849	1
DB00145	C0021368	1
DB00502	C1263846	1
DB01109	C0034065	1
DB08818	C0029408	1
DB01275	C0018802	1
DB01275	C0085580	1
DB01275	C0032914	1
DB00741	C0021368	1
DB00774	C0018802	1
DB00774	C0023890	1
DB01611	C0024530	1
DB01005	C0029925	1
DB01050	C0038013	1
DB01050	C0021368	1
DB00619	C3179349	1
DB00458	C1263846	1
DB00458	C0005586	1
DB00458	C0011570	1
DB00458	C0036341	1
DB00192	C0003811	1
DB01029	C0018802	1
DB01029	C0011860	1
DB01029	C0033687	1
DB01064	C0004096	1
DB01009	C0038013	1
DB00465	C0030193	1
DB00227	C0010068	1
DB01065	C0004352	1
DB01065	C0376358	1
DB01065	C0006826	1
DB01065	C0040034	1
DB01403	C0036341	1
DB00680	C0003811	1
DB00157	C0002395	1
DB00157	C0007222	1
DB00157	C0030567	1
DB06802	C0021368	1
DB06802	C0030193	1
DB04868	C0023418	1
DB04868	C0023473	1
DB04743	C0029408	1
DB00393	C0022116	1
DB06713	C0006142	1
DB00540	C0011570	1
DB01250	C0021390	1
DB01250	C0009324	1
DB01092	C0004238	1
DB01092	C0018801	1
DB00991	C0021368	1
DB01303	C0004096	1
DB01303	C0034067	1
DB01229	C0006142	1
DB01229	C0242379	1
DB04895	C0242383	1
DB01186	C0030567	1
DB00498	C0004238	1
DB00498	C0878544	1
DB00498	C0034065	1
DB00498	C0398623	1
DB00946	C0004238	1
DB00946	C0034065	1
DB00692	C0242350	1
DB00692	C0027051	1
DB00692	C0027651	1
DB00812	C0038013	1
DB00252	C0036572	1
DB00337	C0011615	1
DB06809	C0024305	1
DB00175	C0027051	1
DB00457	C0018802	1
DB00457	C0031511	1
DB00908	C0003811	1
DB00481	C0006142	1
DB01270	C0242383	1
DB00015	C0027051	1
DB00015	C0034065	1
DB00615	C0019693	1
DB00533	C0029408	1
DB00533	C0003873	1
DB00412	C0011860	1
DB00020	C0006826	1
DB00364	C0038358	1
DB00795	C0010346	1
DB00675	C0006142	1
DB06287	C0024299	1
DB06287	C0006142	1
DB06287	C0026764	1
DB06287	C0003873	1
DB00031	C0027051	1
DB00469	C0029408	1
DB00469	C0030193	1
DB00469	C0003873	1
DB00323	C0242422	1
DB00755	C0079153	1
DB00755	C0022595	1
DB00755	C0033860	1
DB01021	C0013604	1
DB01021	C0018801	1
DB08814	C0004238	1
DB08814	C0038454	1
DB08814	C0027051	1
DB08814	C0040053	1
DB00197	C0011860	1
DB00580	C0029408	1
DB04876	C0020456	1
DB00570	C0024299	1
DB00570	C0006142	1
DB00570	C0027819	1
DB00541	C0024299	1
DB00682	C0004238	1
DB00682	C0878544	1
DB00682	C0034065	1
DB06694	C0021368	1
DB00909	C0014544	1
DB00903	C0018802	1
DB00903	C0020538	1
DB00903	C0035078	1
DB00784	C0029408	1
DB00784	C0015967	1
DB00784	C0021368	1
DB00784	C0003873	1
DB00313	C0036572	1
DB00083	C0013421	1
DB00028	C0023418	1
DB00069	C0025202	1
DB00008	C0025202	1
DB00142	C0001973	1
DB00142	C0036341	1
DB00123	C0029456	1
DB00120	C0011570	1
DB00118	C0029408	1
DB00118	C0011570	1
DB00936	C0033860	1
DB00025	C0015530	1
DB00025	C0019069	1
DB01427	C0018802	1
DB00146	C0022661	1
DB00146	C0029456	1
DB00159	C0010674	1
DB00159	C0011860	1
DB00159	C0011881	1
DB00945	C0038013	1
DB00945	C0021368	1
DB00945	C0024141	1
DB00034	C0019693	1
DB00034	C0023473	1
DB00105	C0025202	1
DB01401	C0015967	1
DB01401	C0021368	1
DB01401	C0030193	1
DB00120	C4282398	0
DB01064	C0235974	0
DB09422	C0020074	0
DB04657	C0004763	0
DB09073	C1866398	0
DB12015	C0007621	0
DB14491	C0009402	0
DB11294	C3714534	0
DB00028	C1970197	0
DB09108	C0011615	0
DB13152	C1868672	0
DB01013	C0268487	0
DB03255	C1832378	0
DB01099	C0033860	0
DB00527	C0020500	0
DB16007	C0238286	0
DB00723	C2750035	0
DB15534	C0342302	0
DB14724	C1835813	0
DB01076	C1968689	0
DB09241	C0007758	0
DB15233	C0585362	0
DB00454	C0019562	0
DB06779	C3469606	0
DB12332	C0010346	0
DB14517	C0678222	0
DB11693	C0162635	0
DB03147	C0265987	0
DB00682	C0029463	0
DB08912	C2750069	0
DB00939	C1836906	0
DB00481	C1833921	0
DB14517	C1858990	0
DB06607	C0162568	0
DB09149	C2751831	0
DB00054	C0002874	0
DB06607	C1857779	0
DB00861	C0018800	0
DB00204	C1867234	0
DB11124	C2931461	0
DB09213	C0262587	0
DB01120	C1168401	0
DB01142	C1854896	0
DB13956	C0024623	0
DB00591	C2678483	0
DB00005	C1854416	0
DB03756	C0878683	0
DB00061	C1955861	0
DB13751	C1846545	0
DB01611	C1846707	0
DB00473	C0018801	0
DB00100	C0149782	0
DB01050	C0041409	0
DB00036	C3279885	0
DB09301	C1832378	0
DB00783	C1864002	0
DB11626	C0265252	0
DB09020	C0040053	0
DB00298	C0341703	0
DB09079	C0043459	0
DB00615	C2675730	0
DB01022	C1720956	0
DB08911	C0007787	0
DB11714	C1858991	0
DB05099	C3279964	0
DB11572	C0242350	0
DB01611	C0338451	0
DB09332	C1845095	0
DB00997	C0205642	0
DB00281	C0741160	0
DB05099	C0002170	0
DB01393	C0376358	0
DB01039	C0018609	0
DB00277	C0520459	0
DB00925	C2749936	0
DB09019	C0162568	0
DB14707	C0007193	0
DB01234	C2674574	0
DB13967	C2973725	0
DB00451	C1845146	0
DB01394	C0007103	0
DB04895	C4721845	0
DB00051	C1328840	0
DB01346	C0021390	0
DB01076	C0085084	0
DB06366	C0027819	0
DB00499	C0085220	0
DB14996	C1853120	0
DB11338	C0686353	0
DB01259	C0271694	0
DB11311	C0006625	0
DB00580	C1282975	0
DB09073	C2700553	0
DB12483	C0268354	0
DB00924	C0428791	0
DB00591	C0741160	0
DB01050	C0022665	0
DB00005	C1969086	0
DB00532	C1866398	0
DB00298	C3280586	0
DB09037	C1850635	0
DB01268	C0268350	0
DB12978	C0033788	0
DB00388	C1868720	0
DB11828	C0024623	0
DB04847	C0334634	0
DB11626	C1527405	0
DB16694	C2750451	0
DB06203	C1839736	0
DB04847	C0265552	0
DB04743	C1857977	0
DB00123	C0020541	0
DB01611	C0406810	0
DB00910	C1851316	0
DB05259	C1854182	0
DB09061	C0376524	0
DB15442	C0600467	0
DB09228	C1833219	0
DB05260	C1867005	0
DB00170	C0024305	0
DB00045	C0749424	0
DB13615	C0026697	0
DB14707	C1855548	0
DB01345	C1864002	0
DB12978	C2697932	0
DB01076	C0041409	0
DB13996	C1142166	0
DB00515	C2750081	0
DB01283	C0007131	0
DB11945	C1720859	0
DB00075	C0033578	0
DB01014	C1867234	0
DB00206	C0023374	0
DB12001	C0085132	0
DB00135	C1866777	0
DB01270	C1858968	0
DB04835	C0398691	0
DB01592	C0795907	0
DB15569	C0024668	0
DB06176	C0152013	0
DB13953	C0038325	0
DB06203	C1969653	0
DB00814	C1844677	0
DB00192	C1832942	0
DB14541	C1866398	0
DB00605	C0242379	0
DB00615	C0279626	0
DB00480	C1321551	0
DB11632	C0014544	0
DB05889	C0302592	0
DB00018	C0025500	0
DB00316	C1855188	0
DB05239	C3489627	0
DB00153	C0002874	0
DB00098	C0029294	0
DB06736	C0730295	0
DB01195	C0035934	0
DB00074	C1844677	0
DB13949	C0007194	0
DB06137	C0031069	0
DB01095	C2717906	0
DB09151	C3151446	0
DB01133	C1261473	0
DB00201	C1300285	0
DB01119	C0339527	0
DB14533	C1861303	0
DB12872	C4551951	0
DB00244	C1850451	0
DB00963	C1852700	0
DB00540	C1849700	0
DB12001	C0268353	0
DB00636	C0600327	0
DB01195	C3280114	0
DB00388	C2677589	0
DB06725	C0340543	0
DB00146	C0687150	0
DB09216	C1333990	0
DB08910	C0033141	0
DB00098	C2751987	0
DB04224	C0349639	0
DB00128	C0345905	0
DB14499	C1866070	0
DB15248	C0020443	0
DB00130	C0149630	0
DB14518	C0007131	0
DB01956	C1832600	0
DB01110	C0024301	0
DB14548	C1845919	0
DB00441	C0268556	0
DB13949	C1847200	0
DB16099	C0265342	0
DB16390	C1721005	0
DB00494	C0265329	0
DB11348	C1836765	0
DB09020	C0220710	0
DB13926	C1846385	0
DB00252	C2752041	0
DB02659	C1854896	0
DB01182	C1850395	0
DB00110	C3151085	0
DB00619	C1845117	0
DB00025	C2675511	0
DB11077	C1852700	0
DB02701	C0406810	0
DB00072	C0006625	0
DB00002	C0023473	0
DB14490	C4016054	0
DB00530	C1867005	0
DB00128	C0546264	0
DB00008	C0699885	0
DB11672	C0013604	0
DB01320	C0019069	0
DB00465	C0002170	0
DB09228	C0334634	0
DB03017	C0334121	0
DB00145	C1862178	0
DB00622	C0035304	0
DB01393	C0271694	0
DB11312	C3489627	0
DB14501	C0796225	0
DB00619	C1858301	0
DB11652	C1859722	0
DB00754	C1848599	0
DB11945	C0876994	0
DB00870	C1720860	0
DB14518	C0022116	0
DB13961	C0001973	0
DB05294	C1832388	0
DB00298	C2750737	0
DB00988	C1720863	0
DB11312	C0020429	0
DB11359	C0268281	0
DB00360	C0242383	0
DB01048	C0398623	0
DB16267	C1864002	0
DB14500	C0152018	0
DB00454	C0020725	0
DB00119	C3275447	0
DB01418	C0009447	0
DB03756	C3161174	0
DB14999	C0023418	0
DB01427	C0029294	0
DB00233	C2678065	0
DB01228	C1868081	0
DB00118	C0748397	0
DB06773	C1832812	0
DB01399	C0236642	0
DB14499	C1855705	0
DB00935	C0268553	0
DB06083	C0268350	0
DB00586	C0015696	0
DB14751	C0268117	0
DB11193	C1148551	0
DB12332	C1869115	0
DB00060	C2316212	0
DB09069	C0004352	0
DB14507	C1864908	0
DB00465	C0751208	0
DB01097	C0035126	0
DB00004	C0018995	0
DB04820	C0025286	0
DB03796	C0004943	0
DB09130	C2673377	0
DB09301	C0342276	0
DB00795	C0004943	0
DB12147	C0040034	0
DB11311	C3810062	0
DB09112	C0020473	0
DB00500	C4551499	0
DB16650	C0038325	0
DB15434	C0398691	0
DB11338	C1306589	0
DB04209	C0036529	0
DB08908	C1845919	0
DB00532	C2752041	0
DB00513	C1832388	0
DB01262	C3501846	0
DB01017	C0752347	0
DB01600	C0019243	0
DB14975	C0002152	0
DB03904	C0349788	0
DB06616	C0812437	0
DB11133	C1861456	0
DB00132	C0279702	0
DB00591	C1852127	0
DB08911	C1264041	0
DB01162	C0876994	0
DB00412	C1838951	0
DB00473	C0036572	0
DB01125	C0265218	0
DB13995	C0004135	0
DB00720	C1833662	0
DB12141	C2931276	0
DB11986	C0029401	0
DB00608	C0007621	0
DB01262	C0020456	0
DB11263	C1862941	0
DB01188	C1970161	0
DB06186	C0005586	0
DB00723	C4551898	0
DB00338	C0007097	0
DB16650	C0020445	0
DB11771	C2363142	0
DB00121	C1845095	0
DB01250	C0029408	0
DB14487	C0007786	0
DB11817	C0265202	0
DB00754	C1846385	0
DB00120	C0029925	0
DB15102	C1858968	0
DB14489	C0406612	0
DB12001	C0349639	0
DB06207	C0019208	0
DB01270	C0008312	0
DB13151	C1955934	0
DB03088	C0472817	0
DB06262	C0023976	0
DB08911	C0014859	0
DB00608	C0002452	0
DB00626	C0040053	0
DB12328	C1838577	0
DB00337	C1832378	0
DB03017	C0175703	0
DB01014	C0033860	0
DB15627	C0338462	0
DB04820	C1955934	0
DB00741	C1842362	0
DB00493	C1853116	0
DB00622	C0026987	0
DB01097	C1720859	0
DB00608	C0376524	0
DB00452	C0017924	0
DB00903	C3887892	0
DB00135	C1839566	0
DB14499	C1857821	0
DB09079	C0700299	0
DB00042	C1275278	0
DB00482	C0085390	0
DB08865	C1968689	0
DB00074	C1720957	0
DB13999	C1850168	0
DB11079	C1848534	0
DB09151	C0085580	0
DB00098	C0035328	0
DB06077	C0007621	0
DB00441	C0020074	0
DB16007	C4551898	0
DB03615	C0035328	0
DB06694	C1850451	0
DB00201	C1847835	0
DB00307	C0751674	0
DB12688	C0878684	0
DB01393	C0010964	0
DB00641	C1858266	0
DB00112	C1858991	0
DB00091	C0011884	0
DB11652	C3266731	0
DB01088	C0010276	0
DB12169	C0021171	0
DB00233	C0035455	0
DB14762	C0023976	0
DB00142	C0751884	0
DB11632	C0205710	0
DB09270	C1275126	0
DB01394	C0752347	0
DB06595	C2676231	0
DB06595	C1866398	0
DB11693	C1857780	0
DB06153	C0007194	0
DB13953	C0016781	0
DB04272	C4011726	0
DB00936	C1832388	0
DB08912	C1843463	0
DB13146	C1864840	0
DB14488	C1704429	0
DB01183	C0205945	0
DB00063	C4316810	0
DB00750	C3714976	0
DB01048	C3714756	0
DB06736	C3279885	0
DB00145	C0205645	0
DB00641	C1970173	0
DB15694	C1333990	0
DB11689	C0027055	0
DB06262	C0205642	0
DB08912	C1969057	0
DB08862	C0205945	0
DB00051	C0272302	0
DB16390	C0029401	0
DB00870	C1527405	0
DB04835	C0010964	0
DB14489	C0751483	0
DB16007	C0027831	0
DB13783	C0919267	0
DB15233	C0342276	0
DB00754	C0019284	0
DB12147	C1863659	0
DB14724	C3160738	0
DB01303	C1969057	0
DB00811	C0027662	0
DB14518	C0040015	0
DB11995	C1970197	0
DB01222	C0796059	0
DB06152	C1861456	0
DB04115	C1862939	0
DB06186	C0023452	0
DB09329	C0156147	0
DB13751	C0599973	0
DB14507	C2751987	0
DB01426	C0949658	0
DB00095	C2936921	0
DB01065	C0035305	0
DB00903	C0151779	0
DB00692	C2676721	0
DB00909	C0268312	0
DB04868	C3489795	0
DB00740	C0345967	0
DB14967	C1527404	0
DB11133	C0038644	0
DB04876	C1836765	0
DB01020	C0021171	0
DB09122	C1970197	0
DB00388	C3150958	0
DB11718	C1857768	0
DB06186	C1861366	0
DB00716	C1846707	0
DB04224	C0079744	0
DB00668	C0751651	0
DB00740	C0003873	0
DB06207	C2973725	0
DB06366	C0035334	0
DB01378	C0011882	0
DB04847	C0750384	0
DB01109	C1843042	0
DB15102	C0038356	0
DB01021	C2750074	0
DB12015	C0265202	0
DB01394	C2937358	0
DB14544	C1970187	0
DB03088	C2677608	0
DB08818	C1844934	0
DB11817	C1720863	0
DB14989	C1970253	0
DB09140	C0017665	0
DB11607	C0035579	0
DB13995	C0242647	0
DB09140	C0342185	0
DB00636	C0221356	0
DB11581	C0472817	0
DB11581	C0685889	0
DB01200	C0431109	0
DB08896	C0026697	0
DB01367	C0751161	0
DB03904	C0338656	0
DB12872	C0032708	0
DB00211	C4551499	0
DB00045	C0020538	0
DB15102	C2750514	0
DB01056	C0341703	0
DB12147	C1282974	0
DB01022	C0752166	0
DB01013	C3888088	0
DB00022	C1970207	0
DB01200	C1864730	0
DB00100	C0497327	0
DB09336	C0268556	0
DB08916	C0477317	0
DB06081	C2749019	0
DB11793	C1847197	0
DB00686	C0005684	0
DB09241	C0265245	0
DB13170	C4552100	0
DB09069	C1853926	0
DB00712	C0024899	0
DB00469	C0027662	0
DB00493	C3151519	0
DB01056	C0023473	0
DB08818	C0151779	0
DB00288	C1843463	0
DB01268	C1857780	0
DB01229	C0019207	0
DB13151	C1859972	0
DB08896	C1857829	0
DB09517	C0001815	0
DB14669	C1866777	0
DB00680	C0687150	0
DB00457	C0268487	0
DB12274	C2750514	0
DB01188	C0002875	0
DB14989	C0812437	0
DB16007	C1855553	0
DB08818	C1836076	0
DB00973	C1858391	0
DB00279	C0340493	0
DB13956	C0599973	0
DB08439	C1336708	0
DB00011	C0751651	0
DB00025	C2749936	0
DB00868	C0043459	0
DB11641	C4552100	0
DB01281	C0039263	0
DB01189	C0018923	0
DB02300	C4551675	0
DB09037	C0019154	0
DB09329	C2677589	0
